Date,Price,Open,High,Low,Vol.,Change %
01/04/1989,1.2594,1.2594,1.2594,1.2594,,3.09%
01/03/1989,1.2217,1.2217,1.2217,1.2217,,-2.20%
01/02/1989,1.2492,1.2492,1.2492,1.2492,,11.12%
01/01/1989,1.1242,1.1242,1.1242,1.1242,,-4.00%
01/12/1988,1.171,1.171,1.171,1.171,,2.46%
01/11/1988,1.1429,1.1429,1.1429,1.1429,,-6.32%
01/10/1988,1.22,1.22,1.22,1.22,,-4.17%
01/09/1988,1.2731,1.2731,1.2731,1.2731,,2.29%
01/08/1988,1.2446,1.2446,1.2446,1.2446,,0.03%
01/07/1988,1.2442,1.2442,1.2442,1.2442,,-1.62%
01/06/1988,1.2647,1.2647,1.2647,1.2647,,1.40%
01/05/1988,1.2473,1.2473,1.2473,1.2473,,-5.46%
01/04/1988,1.3193,1.3193,1.3193,1.3193,,-2.15%
01/03/1988,1.3483,1.3483,1.3483,1.3483,,-3.08%
01/02/1988,1.3912,1.3912,1.3912,1.3912,,-1.36%
01/01/1988,1.4104,1.4104,1.4104,1.4104,,1.89%
01/12/1987,1.3842,1.3842,1.3842,1.3842,,-2.31%
01/11/1987,1.417,1.417,1.417,1.417,,-5.24%
01/10/1987,1.4954,1.4954,1.4954,1.4954,,6.17%
01/09/1987,1.4085,1.4085,1.4085,1.4085,,0.21%
01/08/1987,1.4055,1.4055,1.4055,1.4055,,-1.77%
01/07/1987,1.4308,1.4308,1.4308,1.4308,,3.12%
01/06/1987,1.3875,1.3875,1.3875,1.3875,,-1.15%
01/05/1987,1.4037,1.4037,1.4037,1.4037,,-1.38%
01/04/1987,1.4233,1.4233,1.4233,1.4233,,0.47%
01/03/1987,1.4166,1.4166,1.4166,1.4166,,-4.11%
01/02/1987,1.4773,1.4773,1.4773,1.4773,,-2.28%
01/01/1987,1.5117,1.5117,1.5117,1.5117,,0.53%
01/12/1986,1.5038,1.5038,1.5038,1.5038,,-2.19%
01/11/1986,1.5375,1.5375,1.5375,1.5375,,-1.39%
01/10/1986,1.5591,1.5591,1.5591,1.5591,,-2.09%
01/09/1986,1.5924,1.5924,1.5924,1.5924,,-3.01%
01/08/1986,1.6418,1.6418,1.6418,1.6418,,-2.06%
01/07/1986,1.6764,1.6764,1.6764,1.6764,,12.89%
01/06/1986,1.485,1.485,1.485,1.485,,6.28%
01/05/1986,1.3972,1.3972,1.3972,1.3972,,3.50%
01/04/1986,1.3499,1.3499,1.3499,1.3499,,-3.96%
01/03/1986,1.4055,1.4055,1.4055,1.4055,,-1.67%
01/02/1986,1.4294,1.4294,1.4294,1.4294,,2.06%
01/01/1986,1.4006,1.4006,1.4006,1.4006,,-4.44%
01/12/1985,1.4656,1.4656,1.4656,1.4656,,0.54%
01/11/1985,1.4577,1.4577,1.4577,1.4577,,2.04%
01/10/1985,1.4286,1.4286,1.4286,1.4286,,0.83%
01/09/1985,1.4168,1.4168,1.4168,1.4168,,-0.26%
01/08/1985,1.4205,1.4205,1.4205,1.4205,,2.85%
01/07/1985,1.3812,1.3812,1.3812,1.3812,,-7.74%
01/06/1985,1.497,1.497,1.497,1.497,,-0.70%
01/05/1985,1.5076,1.5076,1.5076,1.5076,,-2.53%
01/04/1985,1.5468,1.5468,1.5468,1.5468,,8.36%
01/03/1985,1.4275,1.4275,1.4275,1.4275,,1.28%
01/02/1985,1.4094,1.4094,1.4094,1.4094,,14.69%
01/01/1985,1.2289,1.2289,1.2289,1.2289,,1.44%
01/12/1984,1.2115,1.2115,1.2115,1.2115,,3.94%
01/11/1984,1.1656,1.1656,1.1656,1.1656,,-2.05%
01/10/1984,1.19,1.19,1.19,1.19,,-0.92%
01/09/1984,1.201,1.201,1.201,1.201,,1.97%
01/08/1984,1.1778,1.1778,1.1778,1.1778,,-1.62%
01/07/1984,1.1972,1.1972,1.1972,1.1972,,3.06%
01/06/1984,1.1617,1.1617,1.1617,1.1617,,4.46%
01/05/1984,1.1121,1.1121,1.1121,1.1121,,2.22%
01/04/1984,1.088,1.088,1.088,1.088,,1.87%
01/03/1984,1.068,1.068,1.068,1.068,,0.80%
01/02/1984,1.0595,1.0595,1.0595,1.0595,,-2.74%
01/01/1984,1.0893,1.0893,1.0893,1.0893,,-2.10%
01/12/1983,1.1127,1.1127,1.1127,1.1127,,1.85%
01/11/1983,1.0925,1.0925,1.0925,1.0925,,-0.11%
01/10/1983,1.0937,1.0937,1.0937,1.0937,,-1.86%
01/09/1983,1.1144,1.1144,1.1144,1.1144,,-2.20%
01/08/1983,1.1395,1.1395,1.1395,1.1395,,0.33%
01/07/1983,1.1357,1.1357,1.1357,1.1357,,-0.58%
01/06/1983,1.1423,1.1423,1.1423,1.1423,,0.71%
01/05/1983,1.1342,1.1342,1.1342,1.1342,,-1.62%
01/04/1983,1.1529,1.1529,1.1529,1.1529,,-0.28%
01/03/1983,1.1561,1.1561,1.1561,1.1561,,10.33%
01/02/1983,1.0479,1.0479,1.0479,1.0479,,1.56%
01/01/1983,1.0318,1.0318,1.0318,1.0318,,1.12%
01/12/1982,1.0204,1.0204,1.0204,1.0204,,-2.50%
01/11/1982,1.0466,1.0466,1.0466,1.0466,,-2.06%
01/10/1982,1.0686,1.0686,1.0686,1.0686,,1.46%
01/09/1982,1.0532,1.0532,1.0532,1.0532,,1.68%
01/08/1982,1.0358,1.0358,1.0358,1.0358,,2.86%
01/07/1982,1.007,1.007,1.007,1.007,,3.04%
01/06/1982,0.9773,0.9773,0.9773,0.9773,,2.68%
01/05/1982,0.9518,0.9518,0.9518,0.9518,,1.12%
01/04/1982,0.9413,0.9413,0.9413,0.9413,,-1.21%
01/03/1982,0.9528,0.9528,0.9528,0.9528,,2.24%
01/02/1982,0.9319,0.9319,0.9319,0.9319,,1.58%
01/01/1982,0.9174,0.9174,0.9174,0.9174,,3.45%
01/12/1981,0.8868,0.8868,0.8868,0.8868,,2.22%
01/11/1981,0.8675,0.8675,0.8675,0.8675,,-1.43%
01/10/1981,0.8801,0.8801,0.8801,0.8801,,0.58%
01/09/1981,0.875,0.875,0.875,0.875,,0.53%
01/08/1981,0.8704,0.8704,0.8704,0.8704,,-1.17%
01/07/1981,0.8807,0.8807,0.8807,0.8807,,1.22%
01/06/1981,0.8701,0.8701,0.8701,0.8701,,-0.84%
01/05/1981,0.8775,0.8775,0.8775,0.8775,,0.95%
01/04/1981,0.8692,0.8692,0.8692,0.8692,,1.48%
01/03/1981,0.8565,0.8565,0.8565,0.8565,,-1.18%
01/02/1981,0.8667,0.8667,0.8667,0.8667,,1.26%
01/01/1981,0.8559,0.8559,0.8559,0.8559,,1.10%
01/12/1980,0.8466,0.8466,0.8466,0.8466,,-1.44%
01/11/1980,0.859,0.859,0.859,0.859,,0.74%
01/10/1980,0.8527,0.8527,0.8527,0.8527,,-0.15%
01/09/1980,0.854,0.854,0.854,0.854,,-0.45%
01/08/1980,0.8579,0.8579,0.8579,0.8579,,-1.20%
01/07/1980,0.8683,0.8683,0.8683,0.8683,,0.39%
01/06/1980,0.8649,0.8649,0.8649,0.8649,,-0.87%
01/05/1980,0.8725,0.8725,0.8725,0.8725,,-2.76%
01/04/1980,0.8973,0.8973,0.8973,0.8973,,-2.94%
01/03/1980,0.9245,0.9245,0.9245,0.9245,,1.40%
01/02/1980,0.9117,0.9117,0.9117,0.9117,,0.93%
01/01/1980,0.9033,0.9033,0.9033,0.9033,,-0.04%
01/12/1979,0.9037,0.9037,0.9037,0.9037,,-1.06%
01/11/1979,0.9134,0.9134,0.9134,0.9134,,0.34%
01/10/1979,0.9103,0.9103,0.9103,0.9103,,2.74%
01/09/1979,0.886,0.886,0.886,0.886,,-0.05%
01/08/1979,0.8864,0.8864,0.8864,0.8864,,0.11%
01/07/1979,0.8854,0.8854,0.8854,0.8854,,-0.80%
01/06/1979,0.8925,0.8925,0.8925,0.8925,,-1.26%
01/05/1979,0.9039,0.9039,0.9039,0.9039,,-0.34%
01/04/1979,0.907,0.907,0.907,0.907,,1.42%
01/03/1979,0.8943,0.8943,0.8943,0.8943,,0.89%
01/02/1979,0.8864,0.8864,0.8864,0.8864,,0.40%
01/01/1979,0.8829,0.8829,0.8829,0.8829,,1.53%
01/12/1978,0.8696,0.8696,0.8696,0.8696,,-1.33%
01/11/1978,0.8813,0.8813,0.8813,0.8813,,4.54%
01/10/1978,0.843,0.843,0.843,0.843,,-2.48%
01/09/1978,0.8644,0.8644,0.8644,0.8644,,-0.49%
01/08/1978,0.8687,0.8687,0.8687,0.8687,,0.61%
01/07/1978,0.8634,0.8634,0.8634,0.8634,,-0.93%
01/06/1978,0.8715,0.8715,0.8715,0.8715,,-1.50%
01/05/1978,0.8848,0.8848,0.8848,0.8848,,0.53%
01/04/1978,0.8801,0.8801,0.8801,0.8801,,0.39%
01/03/1978,0.8767,0.8767,0.8767,0.8767,,-0.36%
01/02/1978,0.8799,0.8799,0.8799,0.8799,,0.15%
01/01/1978,0.8786,0.8786,0.8786,0.8786,,0.29%
01/12/1977,0.8761,0.8761,0.8761,0.8761,,-1.23%
01/11/1977,0.887,0.887,0.887,0.887,,0.06%
01/10/1977,0.8865,0.8865,0.8865,0.8865,,-1.81%
01/09/1977,0.9028,0.9028,0.9028,0.9028,,-0.23%
01/08/1977,0.9049,0.9049,0.9049,0.9049,,1.57%
01/07/1977,0.8909,0.8909,0.8909,0.8909,,-0.62%
01/06/1977,0.8965,0.8965,0.8965,0.8965,,-1.04%
01/05/1977,0.9059,0.9059,0.9059,0.9059,,0.06%
01/04/1977,0.9054,0.9054,0.9054,0.9054,,-0.12%
01/03/1977,0.9065,0.9065,0.9065,0.9065,,-0.58%
01/02/1977,0.9118,0.9118,0.9118,0.9118,,-0.89%
01/01/1977,0.92,0.92,0.92,0.92,,0.03%
01/12/1976,0.9197,0.9197,0.9197,0.9197,,-6.89%
01/11/1976,0.9878,0.9878,0.9878,0.9878,,21.05%
01/10/1976,0.816,0.816,0.816,0.816,,0.98%
01/09/1976,0.8081,0.8081,0.8081,0.8081,,0.71%
01/08/1976,0.8024,0.8024,0.8024,0.8024,,-0.45%
01/07/1976,0.806,0.806,0.806,0.806,,-0.41%
01/06/1976,0.8093,0.8093,0.8093,0.8093,,-0.49%
01/05/1976,0.8133,0.8133,0.8133,0.8133,,0.77%
01/04/1976,0.8071,0.8071,0.8071,0.8071,,0.77%
01/03/1976,0.8009,0.8009,0.8009,0.8009,,0.97%
01/02/1976,0.7932,0.7932,0.7932,0.7932,,-0.15%
01/01/1976,0.7944,0.7944,0.7944,0.7944,,-0.13%
