"Date","Price","Open","High","Low","Vol.","Change %"
"01/03/1991","0.5752","0.5752","0.5752","0.5752","","10.07%"
"01/02/1991","0.5226","0.5226","0.5226","0.5226","","2.37%"
"01/01/1991","0.5105","0.5105","0.5105","0.5105","","-1.50%"
"01/12/1990","0.5183","0.5183","0.5183","0.5183","","0.39%"
"01/11/1990","0.5163","0.5163","0.5163","0.5163","","0.39%"
"01/10/1990","0.5143","0.5143","0.5143","0.5143","","-3.80%"
"01/09/1990","0.5346","0.5346","0.5346","0.5346","","1.08%"
"01/08/1990","0.5289","0.5289","0.5289","0.5289","","-1.67%"
"01/07/1990","0.5379","0.5379","0.5379","0.5379","","-6.19%"
"01/06/1990","0.5734","0.5734","0.5734","0.5734","","-3.81%"
"01/05/1990","0.5961","0.5961","0.5961","0.5961","","-2.53%"
"01/04/1990","0.6116","0.6116","0.6116","0.6116","","0.64%"
"01/03/1990","0.6077","0.6077","0.6077","0.6077","","2.74%"
"01/02/1990","0.5915","0.5915","0.5915","0.5915","","-0.62%"
"01/01/1990","0.5952","0.5952","0.5952","0.5952","","-4.03%"
"01/12/1989","0.6202","0.6202","0.6202","0.6202","","-2.68%"
"01/11/1989","0.6373","0.6373","0.6373","0.6373","","0.68%"
"01/10/1989","0.6330","0.6330","0.6330","0.6330","","2.48%"
"01/09/1989","0.6177","0.6177","0.6177","0.6177","","-2.80%"
"01/08/1989","0.6355","0.6355","0.6355","0.6355","","5.56%"
"01/07/1989","0.6020","0.6020","0.6020","0.6020","","-6.68%"
"01/06/1989","0.6451","0.6451","0.6451","0.6451","","1.41%"
"01/05/1989","0.6361","0.6361","0.6361","0.6361","","7.38%"
"01/04/1989","0.5924","0.5924","0.5924","0.5924","","-0.15%"
"01/03/1989","0.5933","0.5933","0.5933","0.5933","","3.42%"
"01/02/1989","0.5737","0.5737","0.5737","0.5737","","0.74%"
"01/01/1989","0.5695","0.5695","0.5695","0.5695","","2.97%"
"01/12/1988","0.5531","0.5531","0.5531","0.5531","","2.22%"
"01/11/1988","0.5411","0.5411","0.5411","0.5411","","-4.25%"
"01/10/1988","0.5651","0.5651","0.5651","0.5651","","-4.72%"
"01/09/1988","0.5931","0.5931","0.5931","0.5931","","-0.30%"
"01/08/1988","0.5949","0.5949","0.5949","0.5949","","1.81%"
"01/07/1988","0.5843","0.5843","0.5843","0.5843","","-0.34%"
"01/06/1988","0.5863","0.5863","0.5863","0.5863","","7.89%"
"01/05/1988","0.5434","0.5434","0.5434","0.5434","","2.12%"
"01/04/1988","0.5321","0.5321","0.5321","0.5321","","0.28%"
"01/03/1988","0.5306","0.5306","0.5306","0.5306","","-5.92%"
"01/02/1988","0.5640","0.5640","0.5640","0.5640","","-0.18%"
"01/01/1988","0.5650","0.5650","0.5650","0.5650","","6.62%"
"01/12/1987","0.5299","0.5299","0.5299","0.5299","","-2.93%"
"01/11/1987","0.5459","0.5459","0.5459","0.5459","","-5.94%"
"01/10/1987","0.5804","0.5804","0.5804","0.5804","","-5.46%"
"01/09/1987","0.6139","0.6139","0.6139","0.6139","","0.10%"
"01/08/1987","0.6133","0.6133","0.6133","0.6133","","-2.29%"
"01/07/1987","0.6277","0.6277","0.6277","0.6277","","1.21%"
"01/06/1987","0.6202","0.6202","0.6202","0.6202","","0.98%"
"01/05/1987","0.6142","0.6142","0.6142","0.6142","","1.99%"
"01/04/1987","0.6022","0.6022","0.6022","0.6022","","-3.40%"
"01/03/1987","0.6234","0.6234","0.6234","0.6234","","-3.59%"
"01/02/1987","0.6466","0.6466","0.6466","0.6466","","-2.07%"
"01/01/1987","0.6603","0.6603","0.6603","0.6603","","-2.03%"
"01/12/1986","0.6740","0.6740","0.6740","0.6740","","-3.13%"
"01/11/1986","0.6958","0.6958","0.6958","0.6958","","-2.00%"
"01/10/1986","0.7100","0.7100","0.7100","0.7100","","2.78%"
"01/09/1986","0.6908","0.6908","0.6908","0.6908","","2.75%"
"01/08/1986","0.6723","0.6723","0.6723","0.6723","","0.31%"
"01/07/1986","0.6702","0.6702","0.6702","0.6702","","2.78%"
"01/06/1986","0.6521","0.6521","0.6521","0.6521","","-3.98%"
"01/05/1986","0.6791","0.6791","0.6791","0.6791","","5.50%"
"01/04/1986","0.6437","0.6437","0.6437","0.6437","","-4.86%"
"01/03/1986","0.6766","0.6766","0.6766","0.6766","","-1.86%"
"01/02/1986","0.6894","0.6894","0.6894","0.6894","","-2.89%"
"01/01/1986","0.7099","0.7099","0.7099","0.7099","","2.62%"
"01/12/1985","0.6918","0.6918","0.6918","0.6918","","3.10%"
"01/11/1985","0.6710","0.6710","0.6710","0.6710","","-3.03%"
"01/10/1985","0.6920","0.6920","0.6920","0.6920","","-2.63%"
"01/09/1985","0.7107","0.7107","0.7107","0.7107","","-0.75%"
"01/08/1985","0.7161","0.7161","0.7161","0.7161","","1.40%"
"01/07/1985","0.7062","0.7062","0.7062","0.7062","","-7.35%"
"01/06/1985","0.7622","0.7622","0.7622","0.7622","","-1.94%"
"01/05/1985","0.7773","0.7773","0.7773","0.7773","","-3.73%"
"01/04/1985","0.8074","0.8074","0.8074","0.8074","","-0.69%"
"01/03/1985","0.8130","0.8130","0.8130","0.8130","","-12.03%"
"01/02/1985","0.9242","0.9242","0.9242","0.9242","","4.41%"
"01/01/1985","0.8852","0.8852","0.8852","0.8852","","2.50%"
"01/12/1984","0.8636","0.8636","0.8636","0.8636","","3.95%"
"01/11/1984","0.8308","0.8308","0.8308","0.8308","","1.08%"
"01/10/1984","0.8219","0.8219","0.8219","0.8219","","1.81%"
"01/09/1984","0.8073","0.8073","0.8073","0.8073","","5.74%"
"01/08/1984","0.7635","0.7635","0.7635","0.7635","","0.09%"
"01/07/1984","0.7628","0.7628","0.7628","0.7628","","3.46%"
"01/06/1984","0.7373","0.7373","0.7373","0.7373","","2.23%"
"01/05/1984","0.7212","0.7212","0.7212","0.7212","","0.70%"
"01/04/1984","0.7162","0.7162","0.7162","0.7162","","3.24%"
"01/03/1984","0.6937","0.6937","0.6937","0.6937","","3.46%"
"01/02/1984","0.6705","0.6705","0.6705","0.6705","","-5.91%"
"01/01/1984","0.7126","0.7126","0.7126","0.7126","","3.47%"
"01/12/1983","0.6887","0.6887","0.6887","0.6887","","1.00%"
"01/11/1983","0.6819","0.6819","0.6819","0.6819","","1.90%"
"01/10/1983","0.6692","0.6692","0.6692","0.6692","","0.04%"
"01/09/1983","0.6689","0.6689","0.6689","0.6689","","-0.09%"
"01/08/1983","0.6695","0.6695","0.6695","0.6695","","1.79%"
"01/07/1983","0.6577","0.6577","0.6577","0.6577","","0.94%"
"01/06/1983","0.6516","0.6516","0.6516","0.6516","","4.66%"
"01/05/1983","0.6226","0.6226","0.6226","0.6226","","-2.75%"
"01/04/1983","0.6402","0.6402","0.6402","0.6402","","-5.14%"
"01/03/1983","0.6749","0.6749","0.6749","0.6749","","2.29%"
"01/02/1983","0.6598","0.6598","0.6598","0.6598","","0.64%"
"01/01/1983","0.6556","0.6556","0.6556","0.6556","","6.05%"
"01/12/1982","0.6182","0.6182","0.6182","0.6182","","-0.18%"
"01/11/1982","0.6193","0.6193","0.6193","0.6193","","3.82%"
"01/10/1982","0.5965","0.5965","0.5965","0.5965","","1.08%"
"01/09/1982","0.5901","0.5901","0.5901","0.5901","","1.34%"
"01/08/1982","0.5823","0.5823","0.5823","0.5823","","1.36%"
"01/07/1982","0.5745","0.5745","0.5745","0.5745","","0.14%"
"01/06/1982","0.5737","0.5737","0.5737","0.5737","","2.87%"
"01/05/1982","0.5577","0.5577","0.5577","0.5577","","0.22%"
"01/04/1982","0.5565","0.5565","0.5565","0.5565","","-0.77%"
"01/03/1982","0.5608","0.5608","0.5608","0.5608","","2.21%"
"01/02/1982","0.5487","0.5487","0.5487","0.5487","","3.35%"
"01/01/1982","0.5309","0.5309","0.5309","0.5309","","1.45%"
"01/12/1981","0.5233","0.5233","0.5233","0.5233","","2.57%"
"01/11/1981","0.5102","0.5102","0.5102","0.5102","","-5.85%"
"01/10/1981","0.5419","0.5419","0.5419","0.5419","","-1.88%"
"01/09/1981","0.5523","0.5523","0.5523","0.5523","","1.92%"
"01/08/1981","0.5419","0.5419","0.5419","0.5419","","0.15%"
"01/07/1981","0.5411","0.5411","0.5411","0.5411","","4.88%"
"01/06/1981","0.5159","0.5159","0.5159","0.5159","","6.81%"
"01/05/1981","0.4830","0.4830","0.4830","0.4830","","3.60%"
"01/04/1981","0.4662","0.4662","0.4662","0.4662","","4.53%"
"01/03/1981","0.4460","0.4460","0.4460","0.4460","","-1.74%"
"01/02/1981","0.4539","0.4539","0.4539","0.4539","","7.81%"
"01/01/1981","0.4210","0.4210","0.4210","0.4210","","0.69%"
"01/12/1980","0.4181","0.4181","0.4181","0.4181","","-1.39%"
"01/11/1980","0.4240","0.4240","0.4240","0.4240","","3.34%"
"01/10/1980","0.4103","0.4103","0.4103","0.4103","","-2.01%"
"01/09/1980","0.4187","0.4187","0.4187","0.4187","","0.24%"
"01/08/1980","0.4177","0.4177","0.4177","0.4177","","-2.09%"
"01/07/1980","0.4266","0.4266","0.4266","0.4266","","0.54%"
"01/06/1980","0.4243","0.4243","0.4243","0.4243","","-0.49%"
"01/05/1980","0.4264","0.4264","0.4264","0.4264","","-3.86%"
"01/04/1980","0.4435","0.4435","0.4435","0.4435","","-4.03%"
"01/03/1980","0.4621","0.4621","0.4621","0.4621","","5.09%"
"01/02/1980","0.4397","0.4397","0.4397","0.4397","","-0.32%"
"01/01/1980","0.4411","0.4411","0.4411","0.4411","","-1.85%"
"01/12/1979","0.4494","0.4494","0.4494","0.4494","","-1.23%"
"01/11/1979","0.4550","0.4550","0.4550","0.4550","","-5.33%"
"01/10/1979","0.4806","0.4806","0.4806","0.4806","","5.84%"
"01/09/1979","0.4541","0.4541","0.4541","0.4541","","2.37%"
"01/08/1979","0.4436","0.4436","0.4436","0.4436","","0.23%"
"01/07/1979","0.4426","0.4426","0.4426","0.4426","","-3.89%"
"01/06/1979","0.4605","0.4605","0.4605","0.4605","","-4.58%"
"01/05/1979","0.4826","0.4826","0.4826","0.4826","","-0.17%"
"01/04/1979","0.4834","0.4834","0.4834","0.4834","","-0.10%"
"01/03/1979","0.4839","0.4839","0.4839","0.4839","","-2.10%"
"01/02/1979","0.4943","0.4943","0.4943","0.4943","","-1.53%"
"01/01/1979","0.5020","0.5020","0.5020","0.5020","","2.45%"
"01/12/1978","0.4900","0.4900","0.4900","0.4900","","-4.72%"
"01/11/1978","0.5143","0.5143","0.5143","0.5143","","7.30%"
"01/10/1978","0.4793","0.4793","0.4793","0.4793","","-5.39%"
"01/09/1978","0.5066","0.5066","0.5066","0.5066","","-1.61%"
"01/08/1978","0.5149","0.5149","0.5149","0.5149","","-0.62%"
"01/07/1978","0.5181","0.5181","0.5181","0.5181","","-3.61%"
"01/06/1978","0.5375","0.5375","0.5375","0.5375","","-1.72%"
"01/05/1978","0.5469","0.5469","0.5469","0.5469","","-0.09%"
"01/04/1978","0.5474","0.5474","0.5474","0.5474","","1.96%"
"01/03/1978","0.5369","0.5369","0.5369","0.5369","","3.97%"
"01/02/1978","0.5164","0.5164","0.5164","0.5164","","0.80%"
"01/01/1978","0.5123","0.5123","0.5123","0.5123","","-1.71%"
"01/12/1977","0.5212","0.5212","0.5212","0.5212","","-5.32%"
"01/11/1977","0.5505","0.5505","0.5505","0.5505","","1.27%"
"01/10/1977","0.5436","0.5436","0.5436","0.5436","","-5.00%"
"01/09/1977","0.5722","0.5722","0.5722","0.5722","","-0.28%"
"01/08/1977","0.5738","0.5738","0.5738","0.5738","","-0.30%"
"01/07/1977","0.5755","0.5755","0.5755","0.5755","","-1.00%"
"01/06/1977","0.5813","0.5813","0.5813","0.5813","","-0.09%"
"01/05/1977","0.5818","0.5818","0.5818","0.5818","","0.03%"
"01/04/1977","0.5816","0.5816","0.5816","0.5816","","0.03%"
"01/03/1977","0.5814","0.5814","0.5814","0.5814","","-0.41%"
"01/02/1977","0.5838","0.5838","0.5838","0.5838","","0.12%"
"01/01/1977","0.5831","0.5831","0.5831","0.5831","","-0.75%"
"01/12/1976","0.5875","0.5875","0.5875","0.5875","","-2.89%"
"01/11/1976","0.6050","0.6050","0.6050","0.6050","","-4.04%"
"01/10/1976","0.6305","0.6305","0.6305","0.6305","","5.17%"
"01/09/1976","0.5995","0.5995","0.5995","0.5995","","6.46%"
"01/08/1976","0.5631","0.5631","0.5631","0.5631","","0.46%"
"01/07/1976","0.5605","0.5605","0.5605","0.5605","","0.00%"
"01/06/1976","0.5605","0.5605","0.5605","0.5605","","-1.41%"
"01/05/1976","0.5685","0.5685","0.5685","0.5685","","4.66%"
"01/04/1976","0.5432","0.5432","0.5432","0.5432","","4.02%"
"01/03/1976","0.5222","0.5222","0.5222","0.5222","","5.75%"
"01/02/1976","0.4938","0.4938","0.4938","0.4938","","0.18%"
"01/01/1976","0.4929","0.4929","0.4929","0.4929","","-0.28%"
